"left_hip_extensor_controller_torso"	500	0
"left_hip_extensor_controller_thigh"	500	0
"left_hip_flexor_controller_torso"	500	500
"left_hip_flexor_controller_thigh"	500	500
"left_knee_extensor_controller_thigh"	500	1000
"left_knee_extensor_controller_calf"	500	1000
"left_knee_flexor_controller_thigh"	500	1500
"left_knee_flexor_controller_calf"	500	1500
"left_ankle_dorsiflexor_controller_calf"	500	2000
"left_ankle_dorsiflexor_controller_foot"	500	2000
"left_ankle_plantarflexor_controller_calf"	500	2500
"left_ankle_plantarflexor_controller_foot"	500	2500
"right_hip_extensor_controller_torso"	500	3000
"right_hip_extensor_controller_thigh"	500	3000
"right_hip_flexor_controller_torso"	500	3500
"right_hip_flexor_controller_thigh"	500	3500
"right_knee_extensor_controller_thigh"	500	4000
"right_knee_extensor_controller_calf"	500	4000
"right_knee_flexor_controller_thigh"	500	4500
"right_knee_flexor_controller_calf"	500	4500
"right_ankle_dorsiflexor_controller_calf"	500	5000
"right_ankle_dorsiflexor_controller_foot"	500	5000
"right_ankle_plantarflexor_controller_calf"	500	5500
"right_ankle_plantarflexor_controller_foot"	500	5500
